PROGRAMA,CONVENIO,CONVOCATORIA,ANIO,ID BENEFICIO,CC TI BENEFICIARIO,NOMBRES,APELLIDOS,EMAIL,CODIGO DEPARTAMENTO,DEPARTAMENTO DE RESIDENCIA,CODIGO DEL MUNICIPIO,CIUDAD DE RESIDENCIA,ESTRATO,GENERO,NIVEL DE PROGRAMA,TIPO INSTITUCION,CODIGO DEPARTAMENTO IE,DEPARTAMENTO IE,CODIGO CIUDAD IE,CIUDAD IE,NOMBRE IE,CODIGO IE,PROGRAMA ACADEMICO,TIPO PROGRAMA,MONTO_COMPROMETIDO,NATURALEZA INSTITUCION,MODALIDAD PROGRAMA,ESTADO,OBSERVACIONES,META,FECHA ACTUALIZACION,CODIGO MUNICIPIO RESIDENCIA,CODIGO MUNICIPIO IE,FECHA_VIGENCIA
,ALIANZA 665,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,"26336860,33",S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,FONDO 534,2014-1,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,TECNOLOGIA,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD AUTONOMA DEL CARIBE,1804,TECNOLOGIA EN ANALISIS Y DISE�O DE SISTEMAS Y COMPUTACION,TI,"11455413,6",S_I,PRESENCIAL,ACTIVO,RENOVACION IES,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DISTRITAL SARIT ARTETA DE VASQUEZ,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. DISTRITAL SARIT ARTETA DE VASQUEZ,10400,31/12/2016,8001,11001,31/12/2016
,ALIANZA 665,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA DE SISTEMAS Y COMPUTACION,TI,"58841670,55",S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,ALIANZA 665,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA DE SISTEMAS Y COMPUTACION,TI,"58841670,55",S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,ALIANZA 665,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,INGENIERIA DE SISTEMAS Y COMPUTACION,TI,"58841670,55",S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. LA MILAGROSA FE Y ALEGRIA (ANT. C.E.B. # 164),10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST CENT DE SISTEMAS AVANZADOS,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST CENT DE SISTEMAS AVANZADOS,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Nuestra Se�ora De Fatima Soledad,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Nuestra Se�ora De Fatima Soledad,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL SONIA AHUMADA,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Politecnico,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. PESTALOZZI,10400,31/12/2016,8001,11001,31/12/2016
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Intelligent Training Colombia S.A,830511609-9,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENFASIS: LEADERSHIP AND MANAGEMENT SKILLS (LMS),TI,4072881,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,NUEVO COLEGIO DEL PRADO,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8137,CAMPO DE LA CRUZ,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA COMERCIAL LA INMACULADA,7500,31/12/2017,8137,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Octavio Paz,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8141,CANDELARIA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA NUESTRA SE�ORA DE LA CANDELARIA,10400,31/12/2016,8141,11001,31/12/2016
,ALIANZA 665,2016-2,2016,,,,,,8,ATLANTICO,8520,PALMAR DE VARELA,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2810,INGENIERIA DE SISTEMAS,TI,"28353079,31",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8520,0,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. NUESTRA SE�ORA DE  LAS NIEVES,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Distrital Cruzada Social,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,NUEVO COLEGIO DEL PRADO,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL Y COMERCIAL DE SOLEDAD,10400,31/12/2016,8758,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. BETANIA NORTE (ANT. JARDIN INF. DIS. 001),10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. BETANIA NORTE (ANT. JARDIN INF. DIS. 001),10400,31/12/2016,8001,11001,31/12/2016
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8433,MALAMBO,1,M,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,CERTIFIED BIG DATA CONSULTANT,TI,5756720,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,8433,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Cet Bill Gates,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL DE FORMACION TECNICA DIVERSIFICADA ALBERTO ASSA,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL TECNICO JESUS MAESTRO FE Y ALEGRIA,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE German Vargas Cantillo,10400,31/12/2014,8758,0,31/12/2014
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8078,BARANOA,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD AUTONOMA DEL CARIBE,1804,INGENIERIA DE SISTEMAS,TI,"23843431,23",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8078,0,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO AMERICANO DE BARRANQUILLA,7500,31/12/2017,8001,11001,31/12/2017
,FONDO 930,2018-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD AUTONOMA DEL CARIBE,1804,INGENIERIA DE SISTEMAS,TI,49023300,S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE El Politecnico,10400,31/12/2014,8001,0,31/12/2014
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8832,TUBARA,1,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,BD GUIDANCE SAS,900068170-1,WORKSHOP DE CERTIFICACION EN NEGOCIACION EN LA INDUSTRIA DE TECNOLOGIAS DE INFORMACION,TI,5000000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,8832,0,31/12/2015
,FONDO 1047,2013-1,2013,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,PSP FUNDAMENTALS TRAINING Y PSP ADVANCED TRAINING MAS EXAMEN,TI,"8655607,8",S_I,PRESENCIAL,ACTIVO,,10400,31/12/2013,8001,0,31/12/2013
,FONDO 1047,2013-1,2013,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,PSP FUNDAMENTALS TRAINING Y PSP ADVANCED TRAINING MAS EXAMEN,TI,"8655607,8",S_I,PRESENCIAL,ACTIVO,,10400,31/12/2013,8001,0,31/12/2013
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Intelligent Training Colombia S.A,830511609-9,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENFASIS: LEADERSHIP AND MANAGEMENT SKILLS (LMS),TI,3876605,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,ZAITA S.A.S,900537986-7,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENASIS: OFICINA DE DIRECCION DE PROYECTOS (PMO),TI,3010000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2014,8001,0,31/12/2014
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,ZAITA S.A.S,900537986-7,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENASIS: OFICINA DE DIRECCION DE PROYECTOS (PMO),TI,3010000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2014,8001,0,31/12/2014
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,ZAITA S.A.S,900537986-7,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENASIS: OFICINA DE DIRECCION DE PROYECTOS (PMO),TI,3010000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,ESCUELA NORMAL SUPERIOR LA HACIENDA,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8433,MALAMBO,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUTO SANTO TOMAS DE AQUINO,10400,31/12/2016,8433,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO DIST. MARIA INMACULADA,7500,31/12/2017,8001,11001,31/12/2017
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. EDUARDO SANTOS,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,4,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. NUESTRA SE�ORA DE FATIMA,10400,31/12/2016,8758,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Robinson De La Hoz,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Instituto Tecnico Nacional De Comercio,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Instituto Tecnico Nacional De Comercio,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO BIFFI LA SALLE,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Cristo Rey,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO DISTRITAL HOGAR MARIANO (ANT. C.E.B. # 061),10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8770,SUAN,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Nacional De Comercio,10400,31/12/2014,8770,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL VILLANUEVA,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8638,SABANALARGA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,I.E. TECNICA JOSE AGUSTIN BLANCO BARROS,10400,31/12/2016,8638,11001,31/12/2016
